companyname,companyid,transcriptid,call_date,headline,turn_index,transcriptcomponentid,transcriptcomponenttypeid,component_type,speaker_name,speaker_type,turn_text
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",11,109819074,4,Answer,Elon Musk,Executives,"We also do want to emphasize that we also expect to ramp orders from our suppliers. So this is not about replacing our suppliers. It's about supplementing our suppliers. So we are very appreciative of our suppliers. Panasonic, obviously, is our longest supplier. They're an amazing company. We've got CATL. We've got LG and BYD."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",12,109819075,4,Answer,Martin Viecha,Executives,Thank you. The next question is from Adam. Should retail shareholders be concerned that Elon has stated that he is uncomfortable expanding AI and robotics at Tesla if he doesn't have 25% of voting?
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",13,109819076,4,Answer,Elon Musk,Executives,"Yes. I guess let me explain why -- what my concern is here, which is that I see a path to creating an artificial intelligence and robotics juggernaut of truly immense capability and power. And my concern would be -- I don't want to control it, but if I have so little influence over the company at that stage that I could sort of be voted out by some sort of random shareholder advisory firm -- we've had a lot of challenges with institutional shareholder services, ISS, I call them ISIS, and Glass Lewis, which there's a lot of activists that basically infiltrate those organizations and have strange ideas about what should be done.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",14,109819077,4,Answer,Martin Viecha,Executives,Thank you. The next question is what is your expectation for automotive gross margin ex regulatory credits for the full year?
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",15,109819078,4,Answer,Vaibhav Taneja,Executives,"Like I said in my opening remarks, we're focused on reducing the cost of our vehicles. This is very extensive and involved exercise, where we -- whereby we look at not just the component cost down to -- but down to the packaging used to get the materials to the production floor. Each element of the cost is scrutinized to optimize further.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",16,109819079,4,Answer,Elon Musk,Executives,"We don't know. We don't have a crystal ball, so it's difficult for us to predict this with precision. If the interest rates come down quickly, I think margins will be good. And if they don't come down quickly, they won't be that good. Yes.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",17,109819080,4,Answer,Martin Viecha,Executives,"Okay. Thank you. The next question is does the company anticipate 50% volume CAGR to be realized in either 2024 or 2025? If not, why not?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",18,109819081,4,Answer,Vaibhav Taneja,Executives,"As we have said in our prior guidance, there will be periods where we won't be growing at the same rate as before. We are between 2 major growth waves. The first one began with the global expansion of Model 3 and Y., and we believe the next one will be initiated with the next-generation platform. In 2024, our volume growth will be lower, as we have said, because we're trying to focus the team on the launch of the next-generation vehicle."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",19,109819082,4,Answer,Martin Viecha,Executives,All right. Thank you very much. The next question is from Michael. When will Tesla start construction on the Giga Nevada expansion and Giga Mexico? And when can we expect each of these to produce their first products such as 4680 cell semi and the next-gen vehicles?
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",20,109819083,4,Answer,Drew Baglino,Executives,"We have recently broken ground the next phase of Giga Nevada expansion to incorporate semi and other projects. But as said earlier, as regarding Mexico, we want to first demonstrate success with the next-generation platform in Austin before we start construction. Therefore, we have started the long lead work to get the basics ready and plan to follow our recipe from the 3, Y ramp with Shanghai, where we started with learnings from Fremont and ramped really quickly."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",21,109819084,4,Answer,Elon Musk,Executives,"Yes, exactly. It's important to emphasize that, I mean, Model 3 production was 3 years of hell, honestly before, some of the really worst years of my life, frankly. Still have mental scar tissue from that, from those 3 years as do many. But then -- and then Model Y was somewhat of a variant on Model 3, so a much easier situation.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",22,109819085,4,Answer,Martin Viecha,Executives,Thank you. The next question for Michael is has there been any progress made with an FSD licensing agreement with another company?
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",23,109819086,4,Answer,Elon Musk,Executives,"I really think lots of car companies should be asking for FSD licenses, but -- and we've had some tentative conversations, but I think they don't believe it's real quite yet. I think that will become obvious probably this year. And I do want to emphasize that if I were CEO of another car company, I would definitely be calling Tesla and asking to license Tesla full self-driving technology. It's definitely the smart move."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",24,109819087,4,Answer,Martin Viecha,Executives,"Thank you. The next question from Siddharth, what is the time line for Optimus first production of volume production line? And what are the barriers to getting there?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",25,109819088,4,Answer,Elon Musk,Executives,"Optimus obviously is a very new product, an extremely revolutionary product and something that I think has the potential to far exceed the value of everything else at Tesla combined. And when you think of an economy, economy is productivity per capita times capita. And what if there's no limit to capita? There's no limit to the economy. And the technologies that we -- the AI technologies we've developed for the car translate quite well to a humanoid robot because the car is just a robot on 4 wheels.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",26,109819089,4,Answer,Drew Baglino,Executives,"Just to comment on the barrier. I think the barrier, and we've talked about this, is like getting it to actually do something useful. Like we can get it to walk around. We can get it to do things, but it's like that utility part."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",27,109819090,4,Answer,Elon Musk,Executives,It can already do some useful things.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",28,109819091,4,Answer,Drew Baglino,Executives,"But like to making millions of these things, it's like utility. You got to get to utility of it."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",29,109819092,4,Answer,Elon Musk,Executives,"Yes, a smart robot that can do -- that's capable of doing generalized tasks is what it will be. And in terms of doing moderately specialized tasks, well, it can already do that, and it'll just get better through the course of the year.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",30,109819093,4,Answer,Drew Baglino,Executives,"Yes, not the best reference."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",31,109819094,4,Answer,Elon Musk,Executives,"Yes. The creators of Westworld, Jon Nolan -- Lisa Joy, Nolan, all friends of mine actually, and I invited them to come see the lab. I think -- well, come see it hopefully soon. It's pretty wild, especially the sort of subsystem test stands, where you just got like one leg on a test stand just doing repetitive exercises and one arm in a test stand, pretty wild. Yes."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",32,109819095,4,Answer,Drew Baglino,Executives,We're not entering Westworld anytime soon.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",33,109819096,4,Answer,Elon Musk,Executives,"Right, right. We're going to take safety very, very seriously."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",34,109819097,4,Answer,Martin Viecha,Executives,Thank you. The next question from Nermin is how many Cybertruck orders are in the queue? And when do you anticipate to be able to fulfill existing orders?
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",35,109819098,4,Answer,Unknown Executive,Executives,"First of all, I want to thank all of the Cybertruck reservation holders for their patience. The reservation to order conversion rate so far has been very, very encouraging. If the trend continues, as it very likely to be, we will soon sort out all the builds in 2024. And also, we have new orders come in after the launch. The order numbers keep growing. So we're now all hands on deck focused on ramping, so we can fulfill all the demands in a reduced lead time."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",36,109819099,4,Answer,Elon Musk,Executives,"Yes, it's important to emphasize that this is very much a production-constrained situation, not a demand-constrained situation. And obviously, we could dramatically raise the price, but that doesn't feel right to us to sort of gouge people for early delivery. So -- but really, the demand is off the hook. As long as we have -- the price is affordable, I mean, I see us ultimately delivering on the order of like 0.25 million, something like 0.25 million Cybertrucks a year in North America but maybe more but give or take, roughly on that time frame. And it's -- I mean, it sure is a head turner. Yes."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",37,109819100,4,Answer,Vaibhav Taneja,Executives,"Definitely is. Anywhere you go, people look at you. They give you thumbs up."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",38,109819101,4,Answer,Elon Musk,Executives,"Yes. It's like finally the future looks like the future. It's just that with the other trucks on the road there, which -- and there are some very good trucks on the road. But if you were to switch out the brand name, you would hardly know which company made them. But you definitely would know the Cybertruck. It's our best product ever."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",39,109819102,4,Answer,Martin Viecha,Executives,All right. Thank you. The next question is can we get Tesla energy volumes reported in the production and delivery release.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",40,109819103,4,Answer,Drew Baglino,Executives,"Yes. We will strive to do so starting from this quarter. And just a brief update from the business perspective. Megapack continues to see strong demand signals globally, driving consistent growth trajectory through '24 and '25. We want to thank all of our partners who put their trust in the Megapack team to execute on critical infrastructure around the world. And I would like to personally thank the Megapack engineering and production teams for their strong 2023 execution. Lathrop continues to ramp through 2024 with the operation of a second final assembly line to double capacity from 20 to 40 gigawatt hours by the end of the year."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",41,109819104,4,Answer,Martin Viecha,Executives,"Thank you. And the last investor question is from Siddharth. What are the preliminary results on the return on investment of your ads and education campaign? Given that many people still lack awareness the Tesla average price is less than the average non-luxury car price of $45,000, will you expand educational ads?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",42,109819105,4,Answer,Unknown Executive,Executives,"As Elon mentioned, the ultimate solution to increase EV adoption is really address the affordability issue. But at the same time, we do aware -- there's awareness issue as well. So in Q4, we ran a series of digital campaigns, very targeted digital campaigns across different geos and different channel. The target of these tests is really just to drive awareness and ultimately measure the return on investment on those digital channels.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",43,109819106,4,Answer,Vaibhav Taneja,Executives,"But I would also like to caution that we will be very careful that we don't want to overspend on this side. We want to make sure people are aware, but we'll -- that's where we'll keep tweaking our methodology about how and where we spend the money because we understand the importance of increasing awareness, but at the same token, we don't want to spend a lot of money on just creating awareness."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",44,109819107,4,Answer,Elon Musk,Executives,"Yes. I mean there are some geographies where our market share is remarkably low, like Japan for example. Now we obviously need to make sure that we have Superchargers in the right locations and the service centers are there and the product works well in Japan, but Japan is the third largest car market in the world, of any country.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",45,109819108,4,Answer,Martin Viecha,Executives,"Thank you. Let's go to analyst questions. The first question comes from Pierre Ferragu from New Street Research. Pierre, can you hear us?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",46,109819109,3,Question,Pierre Ferragu,Analysts,"Okay. Well, it's really tough to find the unmute button on Teams, guys. I'm sorry for being late. So yes, my question would be on like the cost reduction. You've talked about it already a lot. And if I look at it over the last like 5, 6 quarters on average, the COGS per car has been coming down like more than 2% sequentially on average. So that means you are like on a trajectory of COGS per car going down 10% a year. So that's probably like unheard of in the auto industry. I don't think any car manufacturer ever achieved that.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",47,109819110,4,Answer,Vaibhav Taneja,Executives,"Yes. I think I've covered this in a pretty lengthy detail even in my opening remarks and in a previous question, but to just further clarify, we are constantly looking for what we can do to reduce costs. Like I said, it's a game of pennies. We've talked about it before as well. And the team is constantly going and checking where can we reduce the cost further. And do I believe that we will have the same pace which you've seen over the past few years? Probably not because, remember, we were coming out with a period wherein commodity prices were rising. So then we did see benefits coming from that.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",48,109819111,4,Answer,Unknown Executive,Executives,"Yes, the increased scale also sort of helps us there. As we introduce new products, we have the opportunity to go renegotiate existing suppliers for better pricing. We're looking at every penny like Vaibhav and Elon mentioned. Just to give you an example, our inbound logistics cost has come down by 22% year-over-year. And this is because of optimization on using returnable packaging as opposed to cardboard, which is even better for the environment; optimizing trucking routes, negotiating better pricing with shipping companies, with trucking companies, going with the full truckloads and just doing that sort of -- the bigger we become, the more we put far into these things and the more efficient we become as a result of it. So those work streams are going to continue."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",49,109819112,4,Answer,Unknown Executive,Executives,"We are also getting into the tiers of supply chain to see where there are opportunities. Getting to the Tier 2s, Tier 3, Tier 4 levels and then negotiate those pricing as well to get more efficiency out of the system."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",50,109819113,4,Answer,Drew Baglino,Executives,"And then on the design side, we're not static, right, like especially in areas where the technology is still improving rapidly. Power electronics is a great example. We continue to bring improvements there that are like fundamentals sort of driven from the device up that result in cost reductions generation over generation. And they don't only go into the new vehicles. They come to the old vehicles as well. So that's closer to what you were talking about with like the microelectronics space. Some of that exists in the vehicle."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",51,109819114,4,Answer,Unknown Executive,Executives,"And certainly, our car is more computer than car in many ways and has a lot of new tech over the last 100 years of automotive production, so everyone is trying to scrape pennies from."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",52,109819115,4,Answer,Elon Musk,Executives,We have a crazy amount of compute in our cars compared to anyone else. It's like orders of magnitude.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",53,109819116,4,Answer,Drew Baglino,Executives,"And we get to ride that down, right?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",54,109819117,4,Answer,Elon Musk,Executives,"Maybe 1,000x more. I don't know, it's some nutty number."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",55,109819118,4,Answer,Drew Baglino,Executives,"I mean like if I just look at the main microcontroller that makes the motor go, for example, like when we -- when I think about what that costs when we stuck it in a roadster in 2006, the cost now, there's like no comparison. So we've definitely been riding that electronics cost wave."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",56,109819119,4,Answer,Unknown Executive,Executives,"And then even on like non -- what you call traditional vehicle side, we do things that no other automakers do to bring costs down through breaking down the way structures are built and the way we put our cars together. And I think that mindset that we have is very much closer to the microprocessor or power electronics industry than the automotive industry."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",57,109819120,4,Answer,Martin Viecha,Executives,"Thank you. Pierre, do you have a follow-up?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",58,109819121,3,Question,Pierre Ferragu,Analysts,"Yes, a quick one. It's -- you mentioned this like phase in which you are between 2 big growth periods. I'd love to hear you about what you consider the size of your addressable market with the portfolio you have today, like the 3, the Y, the X and the S. What's your estimate of your addressable market? You're shipping like probably about like a 2 million unit run rate today. And given the price points of these cars, what kind of market share of what you addressed with this car do you think you've already achieved today?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",59,109819122,4,Answer,Elon Musk,Executives,I don't know if we have -- did anybody -- I actually don't think we have a firm idea that's -- it's hard to say exactly.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",60,109819123,4,Answer,Vaibhav Taneja,Executives,"Yes, this -- I wouldn't say there's -- I mean, one way to think about it is look at the automotive industry as well. EVs still contribute a very small market share. So yes, our goal is to try and take as much market share out of that pie. But do I have a specific number to give you? I don't think we can say that with certainty."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",61,109819124,4,Answer,Unknown Executive,Executives,"And it's a growing pie as well. It's like it's 9% today, but it could be 20% in a couple of years or in the future."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",62,109819126,4,Answer,Unknown Executive,Executives,"And certainly, like the way we've looked at it, and we've always said this, it's not about how many EVs you can sell. It's how many great cars you can sell, how many vehicles you can sell. And that market's 100 million a year, and we're barely 2% of that. I still think there's 98% more to get."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",63,109819127,4,Answer,Elon Musk,Executives,"I mean it's worth noting that if you look at, say, the average selling price of the other top-selling vehicles in the world, they are much lower priced than Model Y. So like a Toyota RAV4, Corolla, Honda Civic, that kind of thing, they're much lower priced than ours. So people are really stretching their wallets to be able to afford a Tesla. It's quite a difficult thing for them to do and remarkable that it's the best-selling car in unit volume despite being much more expensive than other high-volume cars."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",64,109819128,4,Answer,Martin Viecha,Executives,Thank you. Let's go to the next analyst. The next question comes from Adam Jonas from Morgan Stanley.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",65,109819129,3,Question,Adam Jonas,Analysts,"So I can't wait to see the Optimus lab. I'm sure everybody on this call feels the same way. Your last AI Day, Elon, was September 2022. Can we expect a Tesla AI Day this year? It seems like a lot has changed in that realm and is this year the time?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",66,109819130,4,Answer,Elon Musk,Executives,"Yes, it's a good question. We have found that when we do these AI Days, some of our competitors literally look at what we do on a frame-by-frame basis."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",67,109819131,3,Question,Adam Jonas,Analysts,They do.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",68,109819132,4,Answer,Elon Musk,Executives,And then we find these things being copied.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",69,109819133,4,Answer,Drew Baglino,Executives,Same thing with Battery Day.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",70,109819134,4,Answer,Elon Musk,Executives,"Same thing with Battery Day. So we have to be a little cautious about revealing the exact recipe of the secret sauce. But I think some kind of update would be good to do. I'll talk it over with the team. And yes, I think we might do something later this year. Our main goal with these AI Days is recruiting, so -- and to sort of change the perception of Tesla as people think of Tesla as a car company when they should be thinking of Tesla as an AI robotics company."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",71,109819135,3,Question,Adam Jonas,Analysts,"Maybe as a follow-up, Elon, I'd love your thoughts on the topic of China-based OEMs expanding into western markets as that -- as the China market kind of gets saturated and there's a tremendous growth in the supply, how much success should Tesla investors allow for this competition to achieve in western markets? And can you envision a scenario where Tesla could partner with a Chinese OEM to help accelerate sustainable transport in markets like Europe and the United States?"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",72,109819136,4,Answer,Elon Musk,Executives,"Well, our observation is generally that the Chinese car companies are the most competitive car companies in the world. So I think they will have significant success outside of China, depending on what kind of tariffs or trade barriers are established. Frankly, I think if there are not trade barriers established, they will pretty much demolish most other car companies in the world. So they're extremely good.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",73,109819137,4,Answer,Martin Viecha,Executives,Thank you. And the next question comes from Dan Levy from Barclays.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",74,109819138,3,Question,Dan Levy,Analysts,"First, I'm wondering if you can just walk through some of the gating factors required to unlock your next-gen platform. You talked about a number of cost initiatives back at the Investor Day a year ago, things in manufacturing and powertrain. Maybe you can just give us a sense of where these initiatives stand.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",75,109819139,4,Answer,Unknown Executive,Executives,"Yes. I don't think that anything in Cybertruck should be considered gating for the next-gen platform. We're obviously doing a lot of manufacturing innovations, as Elon said, for the next-generation vehicle. When you do something at that scale, you have to prove it out. You don't just throw it on the line and just build it. So we're going through those validation phases for all those new manufacturing technologies now.\"
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",76,109819140,4,Answer,Elon Musk,Executives,"[indiscernible] but people really know that this is like inside-baseball thing, but, man, 48 -- it's so high time that the auto industry moved from 12 -- the random number of 12 to 48."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",77,109819141,4,Answer,Unknown Executive,Executives,Random number of 48.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",78,109819142,4,Answer,Elon Musk,Executives,"Yes. Well, it's much less random."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",79,109819143,4,Answer,Unknown Executive,Executives,Slightly less random based on human injury but...
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",80,109819144,4,Answer,Elon Musk,Executives,"I mean dramatically reduces the amount of copper you need in the vehicle and moving to sort of higher bandwidth communications, sort of Ethernet level of communications as opposed to CAN bus, which is pretty slow. So it's really just bringing cars to..."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",81,109819145,4,Answer,Unknown Executive,Executives,The 21st century.
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",82,109819146,4,Answer,Elon Musk,Executives,"Yes, pretty much. So certainly like -- it's like normal for a laptop."
"Tesla, Inc.",27444752,3003182,2024-01-24,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024",83,109819147,4,Answer,Unknown Executive,Executives,"Certainly bringing that like is an evolution in our architecture of the vehicles, but it's not gating by any means. The gating work is just to finish the design and manufacturing of the car, test them out and get them going."
